geoid,period,"% white, non-Hispanic","% black, non-Hispanic",% Hispanic,% Native American race,% Asian and Pacific Islander race,% Hawaiian race,% Indian birth/race,% Chinese birth/race,% Filipino birth/race,% Japanese birth/race,% Korean birth/race,% Vietnamese race,"% 15 and under, non-Hispanic white","% 60 and older, non-Hispanic white","% 15 and under, non-Hispanic black","% 60 and older, non-Hispanic black","% 15 and under, Hispanic","% 60 and older, Hispanic","% 15 and under, Native American","% 60 and older, Native American","% 15 and under, Asian/  Pacific Islanders","% 60 and older, Asian/  Pacific Islanders",% Mexican birth/ethnicity,% Cuban birth/ethnicity,% Puerto Rican birth/ethnicity,% Russian/USSR parentage/ancestry,% Italian parentage/ancestry,% German parentage/ancestry,% Irish parentage/ancestry,% Scandinavian parentage/ancestry,% foreign born,% immigrated in past 10 years,% Naturalized,"% speaking other language at home, age 5+","% speaking English not well, age 5+",% Russian/USSR birth,% Italian birth,% German birth,% Irish birth,% Scandinavian birth,% with high school degree or less,% with 4-year college degree or more,% unemployed,% female labor force participation,% professional employees,% manufacturing employees,% self-employed,% veteran,% with disability,"Median HH income, total","Median HH income, whites","Median HH income, blacks","Median HH income, Hispanics","Median HH income, Asian/ Pacific Islanders",Per capita income,"% in poverty, total","% in poverty, 65+","% in poverty, families with children","% in poverty, whites","% in poverty, African Americans","% in poverty, Hispanics","% in poverty, Native Americans","% in poverty, Asian/ Pacific Islanders",% vacant units,% owner-occupied units,% multi-family units,Median home value,Median rent,% structures more than 30 years old,% HH in neighborhood 10 years or less,"% 17 and under, total","% 60 and older, total","% 75 and older, total","% currently married, not separated","% widowed, divorced and separated",% female-headed families with children
01113030200,1980,46.46620427,51.48884403,1.911406379,0.078356327,0.055189196,0.026118777,-9999,-9999,-9999,0.029070419,-9999,-9999,16.60405723,33.80916688,34.65345977,11.83833179,37.73584838,-9999,-9999,-9999,-9999,-9999,0.66817361,0.676582544,0.107426745,-9999,0.203193055,0.232220634,2.148040924,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,94.37022914,0.265200948,22.19401371,35.5315271,8.090528551,24.56333879,-9999,10.35616136,21.63807259,5281.000064,9325.842418,5784.437138,5281.000064,-9999,2651.449752,45.15317292,0.390993161,28.61892241,33.80916602,56.47194484,88.6792419,-9999,-9999,6.793005197,25.8500826,57.94281407,18987.97309,69.00000074,57.56263854,68.23479057,32.45069548,20.19618854,4.695371235,38.3106732,32.1806286,29.68924436
01113030300,1980,94.96522889,4.172461709,0.417246176,0.083449233,0.33379693,0.027816412,-9999,-9999,0.250347711,0.055632824,-9999,-9999,19.94194481,21.48040529,25.33333306,24.66666694,-9999,-9999,-9999,-9999,-9999,-9999,0.278164126,-9999,0.055632824,-9999,0.166898465,2.225313011,12.07232248,0.166898465,1.029207233,-9999,1.029207232,1.579731692,0.149031302,-9999,-9999,0.862308762,-9999,-9999,89.31398753,3.034300757,11.27049173,37.3172282,11.16243208,30.7929176,4.926866793,19.88595919,18.78306935,10862.00008,14747.70672,3214.28557,10862.00008,-9999,4962.999972,20.61196126,0.09594534,11.16367073,17.96806881,81.33333326,-9999,-9999,-9999,7.916936868,66.10288838,15.31473076,21769.00059,93.99999845,44.77611859,51.23326159,24.78442254,21.72461681,4.756606511,60.02087675,23.79958229,12.86660284
01113030401,1980,94.63387793,4.430351433,0.599417435,0.116960459,0.160923269,1.30E-05,-9999,0.01461517,0.05857798,0.029256406,-9999,0.05846068,21.79498236,13.265578,4.084601249,52.20857569,22.44898057,7.142857454,-9999,-9999,-9999,-9999,0.263203392,0.01461517,0.160792936,-9999,0.469203711,2.478613677,7.394396461,7.84E-05,0.997374875,0.13194148,0.762812267,2.32414549,0.109222951,-9999,0.117281315,0.469530538,-9999,-9999,69.83525387,13.87065472,4.09498875,52.87519539,30.42910042,21.21084026,7.300015575,18.88173224,11.11687711,19107.6663,21562.974,3214.28571,19107.6663,-9999,7292.907723,7.802258757,0.017120799,4.564521687,7.625334692,14.13176974,20.40816416,-9999,-9999,6.105167125,73.53647605,17.77221602,40440.20659,184.9389565,12.33956777,71.35992274,27.31275073,13.06152578,3.509869313,65.44036633,15.88692295,6.26878183
01113030402,1980,94.63260475,4.431510854,0.599512853,0.116962839,0.160930287,1.54E-05,9.28E-06,0.014612859,0.058568716,0.029268016,4.64E-06,0.058451435,21.79498318,13.26557846,4.095599429,52.18959666,22.44898031,7.14285758,-9999,-9999,-9999,-9999,0.263282364,0.014612859,0.160783738,9.31E-06,0.469175816,2.478609018,7.394228584,0.000101695,0.997398145,0.131969406,0.762793616,2.324043614,0.109237892,-9999,0.117262708,0.469523518,-9999,-9999,69.83707246,13.86976431,4.095430752,52.87462584,30.4271484,21.21217805,7.299953373,18.8815496,11.11709952,19107.22944,21562.61639,7936.220708,19107.22944,-9999,7292.694585,7.802830766,0.017121866,4.564655785,7.625335125,14.13690601,20.40816364,-9999,-9999,6.105192017,73.53808051,17.77010052,40438.91785,184.932561,12.33986952,71.35898986,27.31334848,13.06120422,3.509627364,65.44046478,15.88647361,6.268662936
01113030500,1980,96.23047968,2.369413042,1.077005928,-9999,0.215401186,-9999,-9999,0.053850296,-9999,0.161550889,-9999,-9999,19.97880233,17.80604134,-9999,-9999,29.54545455,-9999,-9999,-9999,-9999,-9999,0.646203557,-9999,0.053850296,-9999,0.55865922,1.625190459,7.059421058,-9999,2.894870506,0.60944642,2.133062469,2.185792359,0.765027326,-9999,-9999,0.406297613,-9999,-9999,83.52745424,5.740432612,6.28742515,52.74056029,14.8029819,22.89669862,5.644302449,18.94243641,11.90289742,14309.99994,14571.42905,-9999,14309.99994,-9999,6457.999972,10.68702295,0.155391099,5.582922824,11.1524164,-9999,-9999,-9999,-9999,10.85080148,65.42185339,15.39393939,28305.99988,102.9999995,27.87878788,63.32882273,24.28648368,18.68605285,4.469574602,63.2283992,21.36637642,7.389162562
01113030600,1980,67.32577368,31.46733734,0.65861334,0.131743463,0.219559022,4.33E-05,5.99E-05,-9999,0.087586164,0.087697584,0.043935227,8.99E-05,23.58143709,12.61255307,27.14535845,10.16639513,26.31492671,7.898398023,-9999,-9999,-9999,-9999,0.416784475,1.60E-05,0.109668845,-9999,0.000696591,1.554532252,5.284019555,0.00044168,0.400993151,0.089419337,0.400118949,1.517390569,0.16819171,-9999,-9999,0.399382104,-9999,-9999,86.64370451,4.973145783,7.815323264,54.78364463,13.74167254,32.61542853,3.968975808,16.17983328,13.52526779,12330.13191,15853.60866,12332.45304,12330.13191,-9999,4939.44425,21.29025629,0.071246486,12.63149546,15.15994328,32.23814893,44.73659739,-9999,-9999,6.216313398,64.60032132,18.23301156,27339.01831,142.8792463,18.70748521,71.27160744,31.80342338,11.43194229,1.936774877,58.96153598,18.50504771,14.44812256
01113030700,1980,54.38386998,44.6309875,0.67868509,0.115621888,0.190708167,0.029568419,0.053662348,-9999,5.70E-05,0.026898421,2.85E-05,0.08049352,20.72923257,18.25024173,23.56351383,16.98961396,32.04322407,3.93533786,-9999,-9999,-9999,-9999,0.322929814,0.046615354,0.061955572,-9999,0.618035904,1.559424435,1.884915593,0.16120797,0.752560599,0.053793042,0.591352627,1.250649571,0.000107993,-9999,-9999,0.376408664,-9999,-9999,93.12260681,3.417178906,12.79252986,47.85394589,10.78073683,35.13346466,4.393741321,16.17800749,18.94839886,9647.090397,12734.46525,5561.067208,9647.090397,-9999,4401.94637,32.63121585,0.123271462,15.46845459,20.67812677,47.62364639,66.77500439,-9999,-9999,11.62185971,51.73770277,25.51119591,16755.88661,100.1196734,44.27712013,54.01311413,26.75021255,18.40194592,4.550538207,50.37281511,27.08755842,16.95542863
01113030800,1980,5.306971836,93.52757373,1.123829342,-9999,0.041623309,0.041623309,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,18.18181753,42.42424042,-9999,-9999,-9999,-9999,0.998959424,-9999,0.062434964,-9999,-9999,0.166840457,0.417101156,-9999,0.104275289,-9999,0.104275287,2.462941842,0.250855192,-9999,-9999,-9999,-9999,-9999,92.32006964,2.3321271,14.54229417,44.1648826,4.677966233,51.2542372,1.966101662,9.522351723,15.88952625,7358.999973,-9999,9056.450594,7358.999973,-9999,3601.00017,40.02085469,0.116997096,26.51888327,-9999,-9999,42.42424042,-9999,-9999,5.595667919,43.27597247,36.91194307,-9999,61.00000025,31.66465757,68.64623485,35.5879292,15.06763805,3.579604637,41.77400528,28.04449627,25.5336617
01113030901,1980,91.74576752,7.615473237,0.391522665,0.123599255,0.185409602,7.14E-06,-9999,-9999,-9999,0.041199752,0.061817486,-9999,25.74035776,12.23055474,30.05067391,7.660514346,-9999,-9999,-9999,-9999,-9999,-9999,0.123642115,1.43E-05,0.061796056,-9999,-9999,1.741776529,7.112423333,0.145130663,0.498324293,0.166331018,0.332108341,1.013392055,-9999,-9999,-9999,0.207480524,-9999,-9999,88.7172865,3.553315751,10.79534006,50.11277963,8.219662009,41.45280232,3.833192137,17.22545401,12.04147767,14468.49749,15645.16092,19152.9412,14468.49749,-9999,5111.773153,15.82512384,0.046025654,8.489426815,16.29224728,10.1492001,-9999,-9999,-9999,5.83048787,78.78527055,2.778845123,27472.29177,114.9924545,17.94113311,68.2540718,30.59419146,11.61925153,2.204318954,68.34233144,13.81845766,4.543765796
01113030902,1980,38.54535338,60.39215662,0.754863374,0.083957694,0.167850598,0.027942705,-9999,-9999,-9999,0.027985899,0.111835611,-9999,23.73255752,10.89934404,28.11659786,12.64939309,-9999,-9999,-9999,-9999,-9999,-9999,0.251613934,0.05588541,0.028007495,-9999,-9999,0.812158178,3.975299382,0.000151179,2.850693803,1.816461131,1.481319133,1.428572347,-9999,-9999,-9999,0.587016823,-9999,-9999,85.91715225,4.407632892,6.748174482,46.38707015,7.308766599,43.45917591,6.535275246,8.915143187,9.770263183,12217.70749,15645.16121,12141.48463,12217.70749,-9999,4223.931834,22.87376854,0.075083399,12.81236929,12.69704858,29.59117676,-9999,-9999,-9999,11.69990283,75.26100242,7.143935086,24155.17072,86.02982544,23.33015844,64.43023088,33.98245753,11.49663253,2.014185687,54.89099665,16.50567386,12.11563328
01113031000,1980,65.64520132,33.76958914,0.344245508,0.240959689,3.42E-06,4.81E-11,-9999,-9999,6.84E-07,2.05E-06,6.84E-07,4.81E-11,26.08938652,12.62566048,24.14772888,18.08712191,-9999,-9999,-9999,-9999,-9999,-9999,0.344239351,1.37E-06,6.84E-07,0.14054322,0.175679021,1.440607171,10.64634593,4.43E-10,0.702737033,-9999,0.702730082,0.687558644,7.98E-10,-9999,0.245950641,0.175688805,-9999,-9999,86.59055811,5.69271971,6.722108716,38.94181261,13.32686286,33.5640452,6.416513985,13.38270607,12.31350129,13578.04414,17438.06032,11666.66671,13578.04414,-9999,5335.994827,21.52428697,0.088399502,10.80002592,10.16760207,40.99616809,-9999,-9999,-9999,14.93607203,74.94665492,4.041388417,22656.23927,60.00040814,23.68430861,68.63194783,32.70227751,11.35971885,1.790045402,64.46506086,14.37207339,12.13327687
01113031100,1980,19.8060084,78.66082298,1.5018774,0.031289112,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.01346374,20.68543378,29.83010704,19.12287561,-9999,-9999,-9999,-9999,-9999,-9999,1.063829815,-9999,-9999,-9999,-9999,0.806451627,3.882915301,0.089605738,0.089605738,-9999,0.089605735,0.325309045,-9999,-9999,-9999,-9999,-9999,-9999,87.76859508,6.666666413,6.736166448,37.97564574,7.738606927,42.4763561,8.340498963,8.069286204,10.85474591,9437.999898,20000.00129,9504.716604,9437.999898,-9999,3918.000011,33.78136375,0.21232741,19.34349245,6.487148078,42.59185927,-9999,-9999,-9999,10.89965396,65.92233231,6.933116116,13249.99975,31.99999979,39.47797706,57.03905411,34.94993709,19.27409278,5.162703218,46.55765797,21.98795138,19.69519229
01113031200,1980,35.2677459,61.81818173,2.490660021,0.174346201,0.224159402,0.0249066,0.0498132,-9999,-9999,0.074719801,0.074719801,-9999,19.13946588,12.38872404,33.16266247,14.41512406,68.75,-9999,-9999,-9999,-9999,-9999,1.544209213,0.149439601,-9999,-9999,0.178480367,1.606323302,2.881183065,-9999,1.070882201,-9999,1.070882203,1.163434901,-9999,0.331463539,-9999,0.38245793,-9999,-9999,84.58870168,7.730426165,7.827926657,39.11174785,12.08875287,35.42463657,9.334353481,10.46984832,10.8714409,9285.000014,-9999,8992.718693,9285.000014,-9999,3941.000006,31.94798567,0.085814117,20.70874862,14.98516318,41.3942497,100,-9999,-9999,14.05251952,70.76796036,2.702702703,21651.00003,40.00000006,27.61139518,61.0212766,35.2926525,15.46699873,3.038605226,53.92022008,16.60935351,13.95348837
13053020100,1980,58.56697626,38.6737885,1.379617261,0.489541593,0.667556761,-9999,-9999,-9999,-9999,0.267022687,0.400534031,-9999,25.2932554,12.09677466,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.578549156,0.178015136,0.178015136,-9999,-9999,7.695729476,4.092526714,0.088967974,1.512455547,0.489323843,1.15658363,2.638006839,0.097703959,-9999,-9999,1.067615658,-9999,-9999,88.01089708,3.178928228,12.01157739,35.11166062,13.48684174,24.50657976,6.743420869,15.42662015,14.15094336,9166.999613,13935.18568,6953.125179,9166.999613,-9999,3786.999904,27.56467452,0.131302415,17.49116641,18.07494466,-9999,-9999,-9999,-9999,15.50925938,63.83561585,4.079254371,19357.00062,107.0000007,13.75291428,74.04372231,35.95905695,10.94793044,2.047174022,56.78549116,18.07379686,13.604241
13053020201,1980,57.24403412,31.19835738,7.687965063,0.99050552,1.986143253,0.174493203,0.051321529,0.071850138,0.359250719,0.189889659,0.502950967,0.066717988,21.26554208,0.144779428,17.55465637,-9999,17.53926719,-9999,26.15384559,-9999,25,-9999,2.525019318,0.210418272,3.181934931,0.076986246,1.709094615,6.158899676,3.813385413,0.425990563,4.957914148,2.781769658,2.84849107,11.84363107,1.402462542,-9999,0.189899405,1.334428249,-9999,-9999,56.03048484,23.54208117,23.91904269,34.10041634,21.28174027,8.706166353,1.57194674,7.412687015,3.994054214,14350,15917.72048,12984.79149,14350,15657.89411,4935.999903,7.855459461,-9999,5.978260674,3.975638806,17.41828745,3.89830505,-9999,7.094594756,2.311643929,-9999,63.53898978,-9999,-9999,23.6503867,100,25.31690969,0.138568134,0.051321529,42.11131117,4.799591862,1.902173908
13053020203,1980,57.25308318,31.24949527,7.644812009,0.987078629,1.977123149,0.173299555,0.050970456,0.071358642,0.3567932,0.190417292,0.502250412,0.066261597,21.29329493,0.227133294,17.55465672,-9999,17.53926732,-9999,26.1538478,-9999,25,-9999,2.511704084,0.210196605,3.161386135,0.076459352,1.697397515,6.169417506,3.815295713,0.423683983,4.934333545,2.766080167,2.836911661,11.78190349,1.393713651,-9999,0.188599734,1.332602184,-9999,-9999,56.37514249,23.32262259,23.48347384,34.12038638,20.95385636,9.370792104,1.78947875,7.655032504,4.047795288,14254.75422,15886.57118,12925.89579,14254.75422,15657.89434,4928.140142,8.147252383,0.001943919,6.151872008,4.166904503,17.41828778,3.898304924,-9999,7.094594488,2.596890828,1.196808845,62.26151599,19357.00057,107.0000032,23.4377409,99.51163583,25.38970933,0.212510915,0.064974404,42.20021351,4.880014431,2.078637498
13053020205,1980,57.24403222,31.19835682,7.687965255,0.990505547,1.986143143,0.174493197,0.051321529,0.071850139,0.359250705,0.189889664,0.502950999,0.066717992,21.26554268,0.144779425,17.55465489,-9999,17.53926746,-9999,26.15384558,-9999,24.99999999,-9999,2.525019247,0.210418271,3.181934912,0.076986246,1.70909461,6.158899566,3.813385311,0.425990544,4.957914111,2.781769657,2.848491069,11.84363133,1.402462615,-9999,0.189899405,1.334428249,-9999,-9999,56.03048409,23.54208054,23.91904435,34.10041541,21.28174052,8.706166966,1.571946874,7.412687432,3.99405407,14349.99949,15917.72144,12984.79111,14349.99949,15657.89441,4935.999898,7.855459665,-9999,5.978260472,3.975638799,17.41828726,3.898304995,-9999,7.094594499,2.311643787,-9999,63.53898659,-9999,-9999,23.65038554,100,25.31691131,0.138568123,0.051321529,42.11131292,4.799591701,1.902173872
13053020206,1980,57.24403487,31.19835778,7.687965149,0.990505511,1.986143159,0.174493209,0.051321527,0.071850139,0.359250692,0.189889659,0.502951,0.066717988,21.2655427,0.144779427,17.55465447,-9999,17.53926632,-9999,26.15384652,-9999,25,-9999,2.525019273,0.210418266,3.181934704,0.076986247,1.709094684,6.158899383,3.813385458,0.425990571,4.957914214,2.781769657,2.84849107,11.84363075,1.402462638,-9999,0.189899405,1.334428249,-9999,-9999,56.03048539,23.54208127,23.9190411,34.10041862,21.28174167,8.706166642,1.571946768,7.412686734,3.99405398,14349.99975,15917.72088,12984.79044,14349.99975,15657.89362,4935.999858,7.855459258,-9999,5.978261016,3.975638742,17.41828689,3.898304953,-9999,7.09459456,2.311643775,-9999,63.53898822,-9999,-9999,23.65038464,100,25.31691112,0.138568132,0.051321527,42.11130933,4.799591374,1.902173899
13215000200,1980,97.43589687,1.282051275,0.416666664,0.320512819,0.705128201,-9999,-9999,-9999,0.641025637,0.064102564,-9999,-9999,17.89819376,16.15763547,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.032051282,-9999,0.128205127,-9999,0.450885666,3.574879206,7.439613483,0.128824476,2.608695637,-9999,1.288244766,2.37776288,-9999,-9999,0.128824477,0.450885668,-9999,-9999,68.46267919,14.0385566,3.766478343,56.17559524,31.89823875,15.78604044,8.15394651,23.92108508,8.066759388,21359.00012,22700.617,-9999,21359.00012,-9999,8699.000049,3.993558753,0.007260639,2.040816327,4.072249567,-9999,-9999,-9999,-9999,1.659388646,83.21492007,7.726864331,35464.0002,205.0000012,13.83647799,53.67847411,23.81410243,17.56410246,2.884615368,64.34138737,15.19875292,9.693877551
13215000300,1980,47.71241828,51.23456638,0.76252723,0.217864926,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.59035323,27.78977606,28.02547742,13.23425377,-9999,-9999,-9999,-9999,-9999,-9999,0.290486577,-9999,0.072621642,-9999,-9999,1.034975052,4.782298362,-9999,0.499643122,-9999,0.499643112,0.666928202,-9999,-9999,-9999,0.249821556,-9999,-9999,94.03846437,1.858974409,14.68599015,38.36589871,5.436013592,37.1460927,3.171007965,10.40349997,17.76275322,7228.934388,10870.91919,8349.139281,7228.934388,-9999,3538.535255,31.71262596,0.348431862,16.36904722,20.90103354,42.15406413,-9999,-9999,-9999,12.11856942,38.88888854,20.98976142,15055.51051,79.79870177,72.44027211,60.55662337,30.90050865,20.33405938,5.410312268,43.87559977,30.28708159,14.28571445
13215000400,1980,98.50575027,0.258620679,0.603448288,0.172413791,0.373563206,0.028735632,-9999,0.114942527,-9999,0.086206895,0.143678166,-9999,20.15752585,13.18553073,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.229885054,-9999,0.229885054,-9999,0.11617775,2.93348816,10.94975301,-9999,2.033110588,0.493755446,1.626488527,2.41738075,-9999,-9999,-9999,1.336044148,-9999,-9999,80.78502947,5.887722252,6.200735694,64.4859819,16.80672151,30.75630094,2.29691878,24.294849,11.15272547,17637.99917,19144.48607,-9999,17637.99917,-9999,6874.99981,4.458042163,0.011885939,1.940850369,4.477612147,-9999,-9999,-9999,-9999,1.871440103,88.14262262,1.227495853,27520.00064,172.0000068,4.173485775,57.09516224,26.89655193,12.78735659,1.867816058,67.69286764,14.23397337,8.780037103
13215000800,1980,84.42113406,14.95726489,0.427350426,0.038850039,0.116550116,0.038850039,0.077700077,-9999,-9999,-9999,-9999,-9999,-9999,-9999,22.88135593,21.75141243,-9999,53.125,-9999,-9999,-9999,-9999,0.271950271,-9999,0.038850039,-9999,-9999,1.301684527,8.154670716,0.38284839,0.229709034,0.229709035,0.229709035,0.489596081,0.163198694,-9999,-9999,0.229709035,-9999,-9999,80.08083141,7.217090069,8.079142622,47.63513514,20.35874439,25.82959641,6.098654709,15.76941401,13.23997454,13073.24028,-9999,9453.125,13073.24028,-9999,6636.286742,9.615384575,0.284115928,3.771131339,-9999,26.55367232,-9999,-9999,-9999,5.480607083,60.21409456,22.60869565,24780.94233,109.9103144,70.08695652,51.1090573,19.23076915,29.56487944,7.148407118,55.61131387,25.41058394,7.802340702
13215000900,1980,96.35224762,2.026529171,0.884303646,0.036845983,0.40530582,0.036845983,0.036845983,0.110537956,-9999,0.036845983,0.184229926,-9999,11.02718991,29.49395729,-9999,-9999,18.42105184,-9999,-9999,-9999,-9999,-9999,0.257921879,0.073691966,0.294767864,0.219218131,0.474972599,2.849835664,6.613079807,0.730727102,1.680672301,1.242236025,0.219218122,3.26623618,0.341815415,0.657654366,-9999,0.438436244,-9999,-9999,71.96309532,15.17170712,3.642856981,52.0219347,28.31727321,20.60785903,4.521868321,18.43317955,10.86834725,13303.99998,16778.16993,-9999,13303.99998,-9999,7668.999963,8.85771542,0.06586319,2.319235946,9.013050559,-9999,21.05263085,-9999,-9999,3.752039293,47.03389993,45.81673069,27895.99978,196.999992,23.18724964,64.11522889,16.87546085,29.62417165,10.72218091,47.64730594,30.86053307,14.05184192
13215001000,1980,96.69378235,1.600629776,0.787194972,0.10495933,0.236158491,-9999,-9999,-9999,-9999,0.157438994,0.026239832,0.052479665,16.12036539,14.26652337,55.84415584,-9999,47.91666667,-9999,-9999,-9999,-9999,-9999,0.157438994,0.157438994,0.131199162,0.262398324,0.708475474,7.268433572,4.749409662,0.734715307,0.997113631,-9999,0.997113618,1.997810643,-9999,-9999,-9999,0.367357649,-9999,-9999,52.31422505,23.82165605,2.936996684,57.35204393,35.33430942,11.56661786,6.930209858,22.07664592,7.073258751,21698.99973,25372.88139,-9999,21698.99973,-9999,9248.999886,5.02778519,0.015405255,1.702508961,5.137912448,-9999,-9999,-9999,-9999,3.955174687,72.27179135,21.16018457,42843.99947,180.9999978,17.20500989,61.42759094,22.98609317,14.22198915,2.571503574,60.85858586,14.26767677,7.795698925
13215001100,1980,99.10119913,0.699067915,0.133155793,-9999,0.066577897,-9999,0.066577897,-9999,-9999,-9999,-9999,-9999,16.92411014,23.03559436,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.033288948,-9999,0.066577897,0.39946738,0.632490018,2.929427452,4.161118539,0.432756328,0.998668449,0.199733688,0.798934754,1.245243869,-9999,-9999,-9999,0.199733688,-9999,-9999,32.23300971,50.72815534,1.079136691,43.11008468,54.18181818,9.527272727,14.98181818,26.48514851,3.491902834,28495.99979,33652.69483,-9999,28495.99979,-9999,15439.99989,3.661784314,0.044326161,0.733752621,3.492276722,-9999,-9999,-9999,-9999,2.055406613,93.88686131,3.842716711,68649.9995,165.9999988,15.99642538,46.44160584,23.56857541,23.40213066,4.327563281,70.2,10.16,4.716981132
13215001200,1980,97.66047908,0.780390109,0.499169909,0.155828235,0.716969745,2.50E-05,0.124667584,7.49E-05,-9999,0.03118563,0.031285545,0.498570421,10.56966727,34.06426753,-9999,-9999,18.42105272,-9999,-9999,-9999,-9999,-9999,0.249460061,0.031210609,0.124842434,0.000149871,0.810497,5.049944835,4.522789593,0.218622876,2.649789156,0.000849269,2.181382914,4.237447505,0.873140921,0.000449613,-9999,1.589483816,-9999,-9999,46.15138825,27.47695639,3.384793608,44.96655957,39.86465796,7.270332994,6.622756789,18.3009745,7.127515234,15541.72766,21981.65648,-9999,15541.72766,-9999,14303.49917,5.858439944,0.032388985,3.596222625,5.405084283,-9999,21.05263262,-9999,-9999,7.084030588,45.41372279,49.01267172,45362.18829,166.0163043,59.33065479,65.93934825,13.37935963,33.42430103,11.25626391,46.22471682,30.34998791,8.636908405
13215001400,1980,71.02979919,27.42361339,0.980761964,0.414937754,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.90590112,35.30037214,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.75443228,0.037721614,0.113164842,-9999,-9999,1.770911809,6.14167287,0.452147696,0.979653341,0.301431801,0.979653354,1.133501245,-9999,-9999,-9999,0.452147702,-9999,-9999,93.56955381,2.296587927,26.07003891,30.11363636,10.70175439,34.03508772,3.157894737,14.26332288,24.40652819,4493.000056,8000,3136.942576,4493.000056,-9999,3138.000039,55.43806577,0.319456726,42.95774648,41.91999946,-9999,-9999,-9999,-9999,7.339449541,23.51485149,63.07460437,20388.00026,64.0000008,90.42954032,73.32255457,29.46058055,27.80082953,7.393436347,38.4654215,41.39323574,36.61971831
13215001600,1980,50.84065494,47.17780024,1.430237893,0.275089198,0.139239106,-9999,0.055921576,0.001129671,-9999,0.054791905,0.027395953,-9999,19.47790614,29.11767441,40.23861171,10.84598698,-9999,-9999,-9999,-9999,-9999,-9999,0.908585122,0.027395953,0.109583811,-9999,0.134778419,1.680144527,3.28859342,0.007780617,1.443100957,0.593025036,0.70084777,0.757622201,0.009866774,0.215645468,-9999,0.377379568,-9999,-9999,94.83871032,0.941306453,17.75915466,28.35860308,7.650822587,38.11741026,5.740099348,10.98242203,29.44011009,5052.136012,7863.836069,4262.948306,5052.136012,-9999,2581.578901,58.41331931,0.224447698,40.14953183,41.4053139,75.59652928,-9999,-9999,-9999,10.34503276,21.18229322,34.78546249,10457.83276,63.41249909,71.30995428,78.10498257,36.42842546,18.93962353,5.11343238,36.38059204,37.10410194,34.57904656
13215001800,1980,80.15520993,17.57206193,1.10864744,0.609756092,0.720620836,0.055432372,0.110864744,-9999,0.166297116,0.166297116,0.221729488,-9999,16.08487337,29.02121834,20.87227414,17.75700935,23.91304348,-9999,35.13513514,-9999,-9999,-9999,0.665188464,-9999,0.055432372,-9999,-9999,0.324324322,7.189189127,-9999,1.405405393,0.756756757,1.027027027,2.912055886,0.291205589,-9999,-9999,0.378378378,-9999,-9999,89.25831202,4.433077579,12.45283019,42.58600237,9.626436782,23.56321839,4.454022989,15.45092838,15.35087719,8424.000073,10860.21445,8928.571094,8424.000073,-9999,4772.000041,21.67030549,0.339667425,7.662835249,21.6909215,16.82242991,10.86956522,100,-9999,11.16121759,38.3248731,25.31073446,19136.00017,90.00000078,87.23163842,66.70951157,20.56541002,26.49667382,7.15077599,47.75318578,33.06505701,7.471264368
13215002000,1980,1.997692951,96.91160145,0.75597267,0.138702198,0.223302078,0.000293311,-9999,0.110844434,0.001026589,0.000293311,0.027711108,0.083133325,24.85612169,18.93807043,24.42377052,11.73476839,-9999,63.82978524,-9999,-9999,46.875,-9999,0.25482623,0.000146656,0.110991089,-9999,-9999,0.001320043,-9999,-9999,1.609472135,0.416445098,1.609472131,4.722001961,0.001270776,-9999,-9999,0.4447459,-9999,-9999,74.21018588,13.74670502,13.82692851,53.49255425,18.68455453,22.5479502,1.235268093,18.00287054,9.946645391,11812.49734,-9999,12810.97886,11812.49734,-9999,4506.196353,19.09582235,0.048594553,13.94695895,16.73596086,19.28510168,27.6595737,-9999,-9999,4.361523853,70.95448811,25.52134133,28018.70019,97.65202795,5.02327921,76.11217126,31.88951362,12.24599736,2.328473171,46.78680196,23.49292977,27.12642306
13215002100,1980,90.77519478,6.976744262,0.891472878,0.03875969,1.007751949,-9999,-9999,0.193798452,0.155038761,0.310077523,0.155038761,-9999,16.1209068,16.28883291,22.6519337,17.67955801,-9999,-9999,-9999,-9999,-9999,-9999,0.310077523,-9999,0.271317832,0.232558142,0.387596903,3.798449654,5.69767448,0.271317832,1.899224827,-9999,1.705426356,2.607986989,-9999,-9999,0.19379845,0.775193798,-9999,-9999,65.89665653,15.74468085,4.769230769,54.95978552,25.92891761,15.10500808,10.01615509,25.52986513,15.63342318,15880.99983,19878.04819,-9999,15880.99983,-9999,11192.99988,7.073455188,0.025678483,4.246575342,7.663157979,-9999,-9999,-9999,-9999,5.076628352,71.03935419,11.20689655,29072.99968,182.999998,21.83908046,58.32492432,22.05426381,17.71317849,2.674418634,58.79350348,17.77262181,9.726027397
