geoid,"% white, non-Hispanic","% black, non-Hispanic",% Hispanic,% Native American race,% Asian and Pacific Islander race,% Hawaiian race,% Indian birth/race,% Chinese birth/race,% Filipino birth/race,% Japanese birth/race,% Korean birth/race,% Vietnamese race,"% 15 and under, non-Hispanic white","% 60 and older, non-Hispanic white","% 15 and under, non-Hispanic black","% 60 and older, non-Hispanic black","% 15 and under, Hispanic","% 60 and older, Hispanic","% 15 and under, Native American","% 60 and older, Native American","% 15 and under, Asian/  Pacific Islanders","% 60 and older, Asian/  Pacific Islanders",% Mexican birth/ethnicity,% Cuban birth/ethnicity,% Puerto Rican birth/ethnicity,% Russian/USSR parentage/ancestry,% Italian parentage/ancestry,% German parentage/ancestry,% Irish parentage/ancestry,% Scandinavian parentage/ancestry,% foreign born,% immigrated in past 10 years,% Naturalized,"% speaking other language at home, age 5+","% speaking English not well, age 5+",% Russian/USSR birth,% Italian birth,% German birth,% Irish birth,% Scandinavian birth,% with high school degree or less,% with 4-year college degree or more,% unemployed,% female labor force participation,% professional employees,% manufacturing employees,% self-employed,% veteran,% with disability,"Median HH income, total","Median HH income, whites","Median HH income, blacks","Median HH income, Hispanics","Median HH income, Asian/ Pacific Islanders",Per capita income,"% in poverty, total","% in poverty, 65+","% in poverty, families with children","% in poverty, whites","% in poverty, African Americans","% in poverty, Hispanics","% in poverty, Native Americans","% in poverty, Asian/ Pacific Islanders",% vacant units,% owner-occupied units,% multi-family units,Median home value,Median rent,% structures more than 30 years old,% HH in neighborhood 10 years or less,"% 17 and under, total","% 60 and older, total","% 75 and older, total","% currently married, not separated","% widowed, divorced and separated",% female-headed families with children,year
48201211200,0.601410193,85.10991421,14.16424742,0.082953133,0.041476566,,,,0.020738283,0.020738283,,,9.294871146,28.52563948,29.67115177,11.01146002,25.33532028,15.05216119,,,,,13.89464985,,,,,0.191042236,0.106134583,,3.523668108,2.801952877,1.613245595,15.47365985,5.055516256,,,,,,84.9367063,5.485232015,6.583541238,52.90796253,7.634810136,16.97811047,3.09663631,11.26974431,12.63563203,11214.00044,8392.856916,12443.60971,11214.00044,,4478.000071,25.83386324,0.067250866,16.96202567,31.0897426,26.08478847,22.95081797,,,9.601347344,36.52173636,37.63260694,21709.00077,162.9999972,28.08486844,63.20400904,34.0937381,11.88303577,3.007050924,41.80823509,25.5686729,29.53586458,1980
48201211300,0.649715261,95.84406491,3.147757126,0.190433335,0.089615687,0.011201961,,0.033605883,,0.044807843,,,82.49997805,,22.7659321,20.17942653,38.35646823,,,,,,2.598860788,,0.123221825,,0.170164298,,,,2.597846526,1.554167255,0.873514972,5.199275014,1.655432676,,0.170164298,,,,85.51347666,6.520886169,10.01173828,43.20586545,7.928222057,15.49755455,2.414352973,11.23628638,15.04889865,7515.211244,,9224.933392,7515.211244,,3946.724646,40.54701681,0.221501608,25.38570452,100,40.41880892,45.79479633,,,17.00943193,28.57146651,28.43348147,22320.78028,101.5644974,62.34608899,55.58097786,30.4133536,19.78268687,6.239500366,30.80219407,35.95804012,30.85554252,1980
48201211400,0.69046603,90.70099955,8.25797869,0.05848566,0.194681937,0.019454426,,6.88E-05,0.038939447,0.0389165,,0.097272128,29.72097383,17.79644072,29.28973108,18.15458925,40.86572019,6.962785381,,,,,7.595120819,0.136257469,0.058462713,,0.000122383,0.000642508,0.000604264,,3.653176816,2.616837254,1.67710434,9.641799112,3.068972785,,9.18E-05,,,,88.59507552,4.819459747,7.939105231,52.52575841,7.933157953,15.81879366,5.921023967,9.10947,13.72549349,7318.600861,9038.643991,9381.124867,7318.600861,,3509.529133,43.52857189,0.081401245,32.43538727,42.01423407,42.06855729,63.10550308,,,9.787233423,27.19481767,43.85079113,21323.57854,106.017738,48.79214781,62.52701987,36.20925699,16.38673026,4.41722548,31.30810494,33.70173291,40.77453324,1980
48201211500,15.26997347,7.134131757,76.99731318,0.195455662,0.21988762,,,0.10994381,0.048863916,0.012215979,,,28.7470433,13.19148853,33.89261718,13.42281903,35.67799222,3.763099259,,,,,74.74957179,0.122159789,0.158807726,,0.195527319,1.026518382,0.965416127,,24.28204786,15.88659416,6.427960405,71.56956688,23.00205691,,0.146645485,,,,92.65328078,1.083509507,5.648038272,43.52895455,4.536862291,22.93635828,3.245116751,9.27127694,6.598569931,14985.00003,16715.42591,4318.181759,14985.00003,,4354.000061,20.98252438,0.014037921,18.00787907,19.50354674,45.63758237,18.59320396,,,7.897033367,56.51349771,16.55773495,23995.0006,170.0000038,47.4509833,60.49265404,38.37038883,9.748350631,1.710237003,58.07492599,13.92722699,12.15531798,1980
48201211600,8.917703087,25.16538764,65.28182052,0.079386081,0.317544324,,0.026462027,0.291082297,,,,,27.46081505,14.85893417,23.14136126,23.97905759,35.11977263,4.709703613,,,,,63.03254823,,0.052924054,,0.370468377,0.185234189,0.582164593,,22.20164062,15.74490606,8.626620801,56.60041524,16.96825866,,,,,,90.03099174,2.117768595,6.541450777,45.33538936,8.316008316,23.56202356,3.257103257,8.672086721,10.56179775,12897.00001,13866.66667,14137.93021,12897.00001,,4761.000005,18.86792451,0.046609613,12.80898876,19.34467546,21.01372756,19.06313646,,,10.390625,52.48474281,24.66822795,25084.00003,151.0000002,56.90866511,59.54664342,36.06774275,12.59592483,3.122519182,53.86656558,20.24260804,18.76404494,1980
48201211700,1.281861164,85.29937786,13.09754514,0.086113213,0.03904361,0.034599513,0.000686945,0.002060836,0.000504685,0.00119163,,,26.18109438,16.70813578,27.04391579,11.28311417,32.37370482,7.139337857,,,,,12.70626794,0.000686945,0.009617237,,,0.014262154,0.133923009,,2.967940348,1.972622868,1.395865694,10.60939871,2.385824161,0.026293365,,,,,84.63155553,6.251967314,6.000445973,51.19790098,10.55100864,22.78540984,2.096212757,9.413948275,11.97381069,11894.34497,16888.11594,12957.9708,11894.34497,,4708.47067,25.83278366,0.039348263,18.21637026,21.94492746,27.56374432,16.13850269,,,7.279545125,48.5131737,28.4786236,23200.29034,169.7087975,25.32545573,49.3041075,34.27001099,11.66155379,2.352479625,46.77646302,21.81023509,24.20638368,1980
48201211900,10.21698275,0.717580729,88.43328217,0.119596788,0.512557663,,0.017085255,0.444216641,,,0.051255766,,29.90325418,12.66490765,19.87951807,12.65060241,36.14643545,4.123314066,,,32.53012048,24.09638554,83.37604656,,0.256278832,,,0.498338871,0.830564785,0.066445183,21.54485052,13.17275747,5.531561462,78.8364722,19.20566849,,,,,,96.67548168,1.624480544,5.260960334,42.79546681,3.437637726,25.91449978,3.261348612,9.830159547,9.113573407,15401.99999,16504.62804,22142.85662,15401.99999,,4469.999996,18.81451883,0.009148361,11.23511905,19.48109061,,18.06414219,,61.44578313,5.723472669,63.36971351,12.34256927,24935.99998,158.9999998,44.64735516,61.24751161,40.56039642,7.961729036,1.793951821,60.07751938,12.81653747,6.919642857,1980
48201212300,4.893927859,16.34751129,78.01300876,0.151473504,0.291202735,0.034949984,0.058266808,0.116462912,0.011653362,,0.011653362,0.058216303,30.34010814,11.2425719,30.36577026,13.87163586,32.41412632,7.531300669,,,,,74.85533413,0.011669317,0.151402789,,0.973644873,0.320640701,0.538368353,,31.3267507,19.72411673,7.193286895,73.80860983,27.29033456,0.183274527,0.080182606,,,,92.59747879,2.522849429,8.91011527,45.53123165,7.53486555,18.41020746,5.585005329,7.779898724,6.1228551,11361.60441,12633.88201,6250.000064,11361.60441,,4156.428235,28.296228,0.066905366,20.62453684,23.3208433,52.38095217,24.2866761,,,13.26189898,33.17006852,33.57409165,23769.14161,136.7620467,70.81617159,65.13374004,35.72145552,11.9763144,2.959161317,45.64872222,21.12317217,17.75558952,1980
48201212400,14.49326228,13.20655254,70.85146635,0.585027125,0.501489568,,0.139262642,0.306450089,0.055736683,8.03E-06,,,33.58370941,13.32398391,23.14084692,22.1539388,37.15432217,4.244975738,,,14.81481481,,67.00634382,0.111489925,0.222922998,,0.000125045,0.298813185,0.976399584,,26.06343005,15.27028151,9.680538175,68.97776623,19.47964633,,9.38E-05,0.162630925,,,90.69631375,2.565982902,5.108833127,40.35518466,5.972501205,25.5144787,5.23467435,7.938029569,8.057471777,13621.83401,15922.13967,13922.49924,13621.83401,,4254.453752,18.74292769,0.130841019,13.43572876,18.39094108,30.9852612,17.12723077,,,8.859090975,61.01751748,19.26931785,25304.67577,169.953007,38.02636112,61.57440176,37.57022933,11.5651173,3.343401412,56.97139386,16.5912717,12.18900408,1980
48201212500,8.898919198,50.23373134,40.48555296,0.089069435,0.186596936,0.043883484,,0.065871193,0.052437009,0.00488105,,,28.62834745,14.20621498,19.12790989,15.90806098,35.39342226,4.390049502,,,,,39.21443049,0.07075244,0.063454041,,0.078108232,0.410068232,0.47344057,0.098752291,14.3634255,9.001665819,4.762344456,39.68802026,13.09739766,,0.058581175,,,,80.43050843,8.072850289,4.321801697,50.54538257,9.649337672,20.27727966,3.859710088,12.13414634,7.287406098,15793.56575,14877.57167,22752.68145,15793.56575,,5614.916465,16.66987901,0.040579053,12.00623534,23.47845657,10.72433313,23.63624643,,,6.493975578,68.09770319,16.23588744,29140.1372,149.4911426,27.36198885,41.22468242,31.34890067,12.91314602,2.372863483,54.31531644,17.14385412,12.17433001,1980
