tractid,"% white, non-Hispanic","% black, non-Hispanic",% Asian and Pacific Islander race,% Hawaiian race,% Indian birth/race,% Chinese birth/race,% Filipino birth/race,% Japanese birth/race,% Korean birth/race,"% 15 and under, non-Hispanic white","% 60 and older, non-Hispanic white","% 15 and under, non-Hispanic black","% 60 and older, non-Hispanic black",% Mexican birth/ethnicity,% Cuban birth/ethnicity,% Puerto Rican birth/ethnicity,% Russian/USSR parentage/ancestry,% Italian parentage/ancestry,% German parentage/ancestry,% Irish parentage/ancestry,% Scandinavian parentage/ancestry,% foreign born,% immigrated in past 10 years,% Naturalized,% Russian/USSR birth,% Italian birth,% German birth,% Irish birth,% Scandinavian birth,% with high school degree or less,% with 4-year college degree or more,% unemployed,% female labor force participation,% professional employees,% manufacturing employees,% self-employed,% veteran,% with disability,"Median HH income, total",Per capita income,"% in poverty, total","% in poverty, 65+","% in poverty, families with children","% in poverty, whites","% in poverty, African Americans",% vacant units,% owner-occupied units,% multi-family units,Median home value,Median rent,% structures more than 30 years old,% HH in neighborhood 10 years or less,"% 17 and under, total","% 60 and older, total","% 75 and older, total","% currently married, not separated","% widowed, divorced and separated",% female-headed families with children,% Hispanic,% Native American race,% Vietnamese race,"% 15 and under, Hispanic","% 60 and older, Hispanic","% 15 and under, Native American","% 60 and older, Native American","% 15 and under, Asian/  Pacific Islanders","% 60 and older, Asian/  Pacific Islanders","% speaking other language at home, age 5+","% speaking English not well, age 5+","Median HH income, whites","Median HH income, blacks","Median HH income, Hispanics","Median HH income, Asian/ Pacific Islanders","% in poverty, Hispanics","% in poverty, Native Americans","% in poverty, Asian/ Pacific Islanders",year
36005000100,27.377521613832872,70.38904918801921,0.738472624541655,0.018011527427845245,0.36023054855690484,0.09005763713922621,0.09005763713922621,0.10806916456707145,0.07204610971138098,0.32894736934012075,2.171052637644797,0.35823950870010235,1.76560900716479,0.1621037468506072,0.7024495696859645,20.22694530147021,0.14401440185494696,1.206120615535181,-9999,0.2880288037098939,0.16201620208681533,1.1889035700761565,-9999,1.1889035700761565,-9999,-9999,-9999,-9999,-9999,96.42857142857143,1.354679802955665,-9999,-9999,100.0,-9999,-9999,12.51129994576026,-9999,8500.0,1078.625,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.71685881956792,1.85518732506806,1.5489913587946909,15.09740263958426,9.50577203233083,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1970
36005000200,89.6236755571793,8.622579470333495,0.3653635368785379,-9999,-9999,0.07307270737570759,-9999,0.036536353687853795,0.25575447581497657,26.824296791164127,14.309009382520681,30.084745762711865,9.745762711864407,0.5115089516299531,0.25575447581497657,18.122031429175482,0.4018998905377785,8.111070518126075,1.4979905010953563,9.901351848703452,1.0960906105575778,9.565217395463138,1.0000000004347827,8.565217395028355,-9999,1.9364267453183874,0.6576543663345467,2.4844720505971765,0.5115089515935363,94.52830188679245,1.949685534591195,6.25,36.318407960199,18.46153846153846,16.923076923076923,2.358974358974359,41.41630901287554,8.463100885892418,9539.062397,4034.083,7.563025212847287,1.607599562151114,4.741980474198048,8.319112631535457,5.084745762711864,-9999,70.93301435406698,39.23444976076555,14174.10793,110.0,62.44019138755981,60.526315789473685,30.982827927300015,13.77420534032088,2.4113993433983505,61.02099239305125,12.929389318621492,4.044630404463041,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1970
36005000400,78.1731065148471,19.2184164119935,0.286583156426802,-9999,0.06743133199007606,0.20229399597022818,-9999,0.016857832997519015,-9999,27.161036275652055,12.584257834460487,37.40521585742913,4.960117011044379,0.2660627401957201,1.6668396246019674,35.25472936590794,0.669056130509788,5.157894706245503,0.7346902886186342,3.4196202226055825,0.5947165604531448,9.496176692016085,-9999,6.215738805829733,0.2973582802265724,2.0071683915293637,-9999,1.077923765821325,0.2230187101699293,93.13017560511767,2.383641338880236,2.375965871109602,43.53685860129437,17.406346028453388,21.27128309664482,3.7369135456032545,39.6031107337317,3.4811645466203975,10833.53702,4552.796,5.238208250740968,0.49507259585223157,3.0959314126054824,4.2299440299838365,10.94453021628816,0.8704433857379067,67.7651462090483,49.09192165924324,21139.84009,101.0795145,32.44798225888415,63.53407168643567,33.03410488945467,10.993370595928477,2.1192846277221946,62.92842951576059,11.602635714097064,5.356445668487899,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1970
36005001600,87.45387453874554,10.33210333155785,0.07380073808255606,-9999,0.07380073808255606,-9999,-9999,-9999,-9999,32.06751058118823,9.535864988616499,33.57142857142857,7.142857142857143,-9999,4.3542435468708085,39.63099635033261,-9999,12.98219585532804,1.5578635026393648,1.0385756684262433,0.5934718105292818,13.056163393914051,-9999,13.056163393914051,-9999,3.26409495791105,0.5934718105292818,-9999,-9999,91.00817438692098,5.177111716621253,0.9671179883945842,38.23529411764706,15.234375,20.8984375,2.1484375,42.61501210653753,3.6553524842353546,9900.0,4181.647,5.20231214248722,0.7947976884355475,1.1661807580174928,5.755395688053874,-9999,4.1208791208791204,69.34097421203438,56.59340659340659,23258.92769,145.0,34.530386740331494,80.67484662576688,35.64575649387458,9.37269373648462,1.6236162378162335,60.87398380184572,9.451219521822457,1.1661807580174928,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1970
36005001900,71.01776146473563,24.358612490630456,0.5638567706164457,-9999,0.11277135412328915,0.056385677061644573,0.3665069009006897,0.028192838530822287,-9999,41.7229052067595,5.954743844922859,39.583333333333336,4.976851851851852,-9999,2.59374114483565,57.96447601937062,-9999,1.082706748356606,-9999,0.8120300612674546,-9999,6.662610167396172,3.2248250125296543,4.046242704400416,-9999,0.21052631218045118,-9999,0.3909774369065522,-9999,98.10169491525424,0.5423728813559322,5.728643216080402,32.94849023090586,2.2388059701492535,33.368869936034116,-9999,27.65399737876802,13.552915539881003,4913.737545,2908.106,37.63188680531028,0.7327080764273809,29.376498800959233,37.10717100785609,52.94117647058823,5.8441558441558445,7.389162561576355,94.52690166975881,13600.17123,74.56708673,84.19593345656192,89.12621359223301,44.995770295192365,5.835917575880213,1.2686777338870028,47.616964640297866,19.064276017603188,27.577937649880095,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1970
36005002000,50.511811023622066,47.73622283617116,0.2755905489228669,-9999,0.09842519468545466,0.07874015955195773,0.09842519468545466,-9999,-9999,32.28760791193096,13.795790893957193,39.17525512964561,5.773195861831362,0.13779527446639947,2.0078739449834324,24.43897672097879,1.0295127087762845,3.0493185068738144,0.34317091544071315,0.34317091544071315,0.19609765238661192,8.878904393943142,3.6585366562821258,6.225930776648757,0.715756449323532,1.2648298831775022,0.21570742337634458,-9999,-9999,91.65638857485685,3.2264694088025765,2.928509884007504,37.579092091125226,10.322390502191578,14.906833086828692,3.1055901895933493,33.09228736502084,9.009724264303363,6730.302913,3326.418,19.127086204739328,2.281030945829903,13.511326969911082,20.635861234318583,18.52813899147922,1.1337113168257633,13.220911441917545,93.19773209904542,24187.49939,91.6521695,27.809458532292087,73.77822585460933,40.22637750630952,9.803149645512086,2.864173272798262,54.52727784435444,16.652385188117456,16.46440077080754,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1970
36005002300,54.9392498679345,41.327698997466804,0.38739215889960676,-9999,0.1232611374034473,0.26413101255401794,-9999,-9999,-9999,35.737178538361796,17.33974379829965,41.58500167724342,13.975287358104564,0.31695720796467697,1.215002672037963,38.95051924504176,0.36231883140312565,0.7591442615767323,0.6556245354557751,2.3464457716997007,0.13802622859082617,13.657574042672564,3.7688441256262437,9.440057470306689,0.27605245721840127,0.6556245354557751,0.13802622859082617,1.639061373734681,-9999,97.05207902659384,1.1136586899067815,6.658130402379822,25.234106280342992,7.47599480830447,25.240055233162064,3.155006904145258,30.989420164433984,19.13372624852036,4995.614345,2675.444,21.551573081378613,5.531396866459318,11.445341280870574,23.60382667265622,19.99156625705201,0.16835015841924644,0.11242271487094978,98.8215470529811,-9999,65.39297415,2.990033276564867,98.5651171701789,41.67987225012978,15.548512515572781,4.349357239904196,59.1189877844032,18.318560505025292,6.823183902525663,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1970
36005002500,70.86092715231779,26.757784481166244,0.33817105189467606,-9999,0.16908552594733803,0.08454276297366901,0.08454276297366901,-9999,-9999,40.34599248770993,6.462517278711546,40.49499736703528,6.9510268562401265,-9999,0.23953782842539553,67.8737482073606,0.33817105190382146,-9999,-9999,0.774975327279591,-9999,3.1279492474508563,0.6471619132656945,2.2785492362896327,-9999,-9999,-9999,0.19726644694389586,-9999,97.46143958868895,0.12853470437017994,7.455012853470437,28.842014636246233,5.444444444444445,40.0,1.2222222222222223,24.875896304467734,12.168199510133466,4683.574812,2442.199,32.915315718638624,1.6908552595191075,25.029868578255677,37.351307789250015,22.95514511873351,5.571428571428571,1.2607160867372669,98.28571428571429,18125.0,70.72289166,64.2891335567257,83.76197680282401,44.53994562662796,6.509792748972514,1.4090460495611503,50.99162531728494,19.3036576395599,23.596176821983274,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1970
36005002701,63.25548226065252,32.269566033927504,0.659654156784257,-9999,-9999,0.5883401938886617,0.0713139586449519,-9999,-9999,43.03832993776515,5.947012237137706,43.37016529872593,7.4033154164226564,-9999,0.1426279172870006,65.44838509728089,-9999,0.07131395865569685,-9999,0.5883401939157406,0.4991977062397262,5.30416068823527,3.4808551980492126,4.95607514306983,-9999,-9999,-9999,0.10697093584412637,0.35656981449438824,97.01853344077357,1.248992670829976,3.7237644368986196,28.594422472381726,5.836850008506119,32.559775613426595,1.4064698815677394,20.79646017699115,12.588192168801731,5588.651904,2748.595,25.51256805199761,0.8557674868599822,21.51714268788578,31.990989886389016,15.619789830802867,2.4953214626354736,0.6397953154830535,97.00561424483745,-9999,73.80376264,43.48097267915076,85.28471555005457,46.389732863584776,6.525227060864618,1.3727937857402104,54.04243010882324,18.778670564242628,22.319476822010337,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1970
36005002702,69.15465428780837,30.112386553489333,0.07329586990707343,-9999,0.04886391327138229,-9999,-9999,0.024431956635691143,-9999,46.263910280407366,5.670376174116367,46.65314401622718,4.259634888438134,0.1343757614963013,0.3298314145818304,65.86855508982332,0.10994380486035375,0.25653554467415873,0.32983141458106124,0.32983141458106124,-9999,2.3266970150503203,0.6836171642158158,1.1273686567769592,0.10994380486035375,0.06107989158908542,0.146591739813805,0.12215978317817083,-9999,97.37663960024985,1.811367895065584,5.672969966629588,21.808304229724484,8.31367924528302,32.72405660377358,3.30188679245283,14.364035087719298,12.406947706100034,4120.967702,2446.854,44.453945098536366,1.46591739813805,37.71712158808933,48.78314493276101,39.010989010989015,6.32137030995106,0.21767522855899,97.79771615008157,-9999,75.56565636,82.01879852881079,86.50413582934262,49.71903175363148,5.252870676673596,0.8062545689778077,46.93834389515876,22.846283443347627,34.540942928039705,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1970
