tractid,"% white, non-Hispanic","% black, non-Hispanic",% Hispanic,% Native American race,% Asian and Pacific Islander race,% Hawaiian race,% Indian birth/race,% Chinese birth/race,% Filipino birth/race,% Japanese birth/race,% Korean birth/race,% Vietnamese race,"% 15 and under, non-Hispanic white","% 60 and older, non-Hispanic white","% 15 and under, non-Hispanic black","% 60 and older, non-Hispanic black","% 15 and under, Hispanic","% 60 and older, Hispanic","% 15 and under, Native American","% 60 and older, Native American","% 15 and under, Asian/  Pacific Islanders","% 60 and older, Asian/  Pacific Islanders",% Mexican birth/ethnicity,% Cuban birth/ethnicity,% Puerto Rican birth/ethnicity,% Russian/USSR parentage/ancestry,% Italian parentage/ancestry,% German parentage/ancestry,% Irish parentage/ancestry,% Scandinavian parentage/ancestry,% foreign born,% immigrated in past 10 years,% Naturalized,"% speaking other language at home, age 5+","% speaking English not well, age 5+",% Russian/USSR birth,% Italian birth,% German birth,% Irish birth,% Scandinavian birth,% with high school degree or less,% with 4-year college degree or more,% unemployed,% female labor force participation,% professional employees,% manufacturing employees,% self-employed,% veteran,% with disability,"Median HH income, total","Median HH income, whites","Median HH income, blacks","Median HH income, Hispanics","Median HH income, Asian/ Pacific Islanders",Per capita income,"% in poverty, total","% in poverty, 65+","% in poverty, families with children","% in poverty, whites","% in poverty, African Americans","% in poverty, Hispanics","% in poverty, Native Americans","% in poverty, Asian/ Pacific Islanders",% vacant units,% owner-occupied units,% multi-family units,Median home value,Median rent,% structures more than 30 years old,% HH in neighborhood 10 years or less,"% 17 and under, total","% 60 and older, total","% 75 and older, total","% currently married, not separated","% widowed, divorced and separated",% female-headed families with children,year
48029110100,38.06241684166752,7.030906937574554,53.541399952759136,0.6667703479897691,0.6983109881057118,0.03173694791468918,0.03173694791468918,0.09521084564846502,0.19042169126519007,0.12694779165875672,0.03183509332362371,0.19042169126519007,6.4300772556013355,33.70979074318837,0.1336767466112092,4.773844023794358,8.234785123313285,21.07034715629632,0.0,0.0,-9999,-9999,49.47524124556434,0.22225678271615626,0.3495971484248012,0.16191204840944712,0.9390898374041589,4.47057475039949,2.9798827058033805,0.5505009583870623,15.009277805170026,6.127385341089205,8.84971080566576,53.45972014357572,9.303521135229396,0.0,0.0,0.45395457437351283,0.0,0.0,66.58052032547076,14.892613813586056,9.103178650750186,32.245897015816816,23.114849261502915,10.91118631113922,8.007277178775174,23.978896529240494,13.69828205545684,5138.221658,6758.955665,8269.230579,5138.221658,-9999,4794.526658,43.81348082746036,0.6325382310507314,27.291175826160853,45.22429856704838,97.55256604222946,46.35833612084023,100.0,-9999,13.863977756691117,4.593948295059954,93.11169349854323,29820.1511,137.9656135,72.13124101826995,86.13055848449399,9.252689599115884,26.945026438715175,11.434722889495765,23.123110139109,34.2777062201402,10.425881997606544,1980
48029110300,6.820013183349384,15.850102924426826,76.52421047205793,0.43778835797607896,0.403270859030845,0.0,0.140052622013685,0.22791594847769633,0.01771310134388187,0.017589187195581755,0.0,0.0,34.99787639659179,16.24781573399898,29.19018558389949,24.290313662958553,39.14851699491445,12.841273147748044,67.36842105263158,5.2631578947368425,-9999,-9999,73.21088246183065,0.05251973325513187,0.6308150651336674,0.0,0.0,0.7028076628880487,0.10566279064800486,0.0003304494787214412,16.69902495649156,7.639210984427005,7.531235048758497,70.74946844860914,15.479368542894246,0.0,0.0,0.0,0.0,0.0,89.44949350747729,2.7497368434865894,8.46486129256962,25.313166163712765,8.852119779597224,20.88778407413348,2.5344224522935095,9.922123593389955,12.116359561826597,4586.920075,7536.395937,4551.133578,4586.920075,-9999,2436.358399,57.86996215821738,0.13059969637684407,45.24145927383874,55.33409544918276,59.46820139750671,58.52022661827828,100.0,-9999,10.401204273529363,23.823900578411443,56.85794667604022,16922.09617,74.01220917,66.5909918325345,71.01127419032846,41.69403139092272,17.227346528829482,5.940512518550749,38.51860264394425,32.187794640461746,39.00734476095603,1980
48029110500,1.4051527111766444,0.5014019951459789,97.99224449683949,0.24163230262843508,0.10079367274882532,0.0,0.024487995102803684,0.027329687440414262,0.04816407812978896,0.0,0.0,0.0008119120999004551,38.951803523925335,15.173029162616725,3.684210455162508,63.684209662123855,38.831761188314154,14.810156360769714,-9999,-9999,-9999,-9999,95.71851460016028,0.0,0.0730580292945839,0.0,0.1257655294839909,0.0,0.0,0.0,12.44008768236583,3.045082116639292,6.117003894149234,97.22129446383009,29.20741091600931,0.0,0.0,0.0,0.0,0.0,95.77085535479802,1.3132763495894477,5.987953876389557,22.50251606973241,2.8478460367646825,24.486368723133044,2.8305280129688253,7.3277532141361785,10.767337988674338,3807.767146,4331.239871,16896.55161,3807.767146,-9999,1828.29448,69.57050630574683,0.2224132536096697,59.56943085011548,69.78740335488123,46.31578884234262,70.07395715894208,-9999,-9999,3.841019996333557,7.649603429111125,32.91462615736099,14520.68269,55.29810732,86.75255757039791,72.17959151910078,45.09559463420709,15.038615393107303,5.176709913527962,34.4161546096054,35.31802841702277,47.72956577497366,1980
48029110600,2.2675736432032427,3.0612244962681117,94.33106567504106,0.056689343134266754,0.311791378791079,0.0,0.028344671567133377,0.22675737256589767,0.0,0.0,0.0,0.056689343134266754,24.545129324878772,18.194791442833107,3.6842104216990603,63.68420697785608,24.23406916646986,19.852941738450863,-9999,-9999,-9999,-9999,91.95011356935298,0.0,0.056689343134266754,0.0,0.3979533844021209,0.0,0.0,0.0,25.156338803059214,6.367254120364801,7.87379192681717,89.33170182491536,28.57142829302075,0.0,0.0,0.0,0.0,0.0,92.22772375163325,3.4653464972969457,7.664756380695807,39.68992414493578,9.464701770859435,17.688131102781114,4.189294192605352,10.134356674160102,8.524426636184488,6195.99987,8958.333077,16896.55167,6195.99987,-9999,3224.999905,46.475270929988696,0.2771420728514718,27.116402327684707,43.95290862632175,46.31578728329785,46.7830885836103,-9999,-9999,10.896057418545515,30.973451207657757,43.24909887632067,16342.99962,81.00000063,63.97112184354261,58.20533649821018,29.563493479570223,20.975056036520446,6.660997894533482,43.54120078690873,25.35263500363384,13.492063856824949,1980
48029110700,10.209142333635965,1.3191858063709965,87.59269409681403,9.721464805558396e-05,0.43949096634443013,4.629267095179671e-06,0.048825642861669155,0.29293996944684303,2.7775592806875305e-05,0.04883953068248309,4.629267095179671e-06,0.048848789197145054,23.927728605287967,22.19432515293868,0.0,4.602508724743429,27.070589414296865,16.039160829390994,0.0,0.0,-9999,-9999,82.27061107329904,3.240489895886586e-05,0.39061903076298815,2.3033948584241515e-05,0.00013359691150539348,0.7293951892236136,0.34051156901184665,7.831545433679923e-05,30.70719785503278,15.256235284940763,9.572298501233846,86.29569222098387,28.24874563757119,0.0,0.0,0.34015224094918567,0.0,0.0,87.93803031536751,1.9062975458198772,3.388259683070175,34.39247408126411,6.453607500345242,7.854501678124263,3.08614254830122,8.826309742222012,11.228348123144828,6121.831675,8804.229088,-9999,6121.831675,-9999,3706.158907,41.1996683880439,0.43029580655049765,28.31455096004024,41.03473017739457,100.0,40.30287380595848,100.0,-9999,9.913530943691608,21.88349593378805,67.17333407692529,21048.30492,90.00960861,60.81996628599912,69.99058864392119,29.00102457097317,25.00028458501145,10.986394595568083,41.04538217070706,30.81903407451032,17.752401361206193,1980
48029110800,31.494029885209,2.4846724397142346,62.85898587744583,0.3872216789165041,0.5485640451317141,0.12907389297216804,0.06453694648608402,0.22587931270129405,0.06453694648608402,0.0,0.0,0.06453694648608402,13.218631976500209,24.63281577843055,0.0,34.285714285714285,24.37888198757764,13.095238095238095,31.16883116883117,0.0,-9999,-9999,57.85737252477432,0.2581477859443361,1.0003226705343022,0.22566086075787303,0.29013539240297964,2.901353924029796,1.773049620240431,0.0,18.729851442903463,11.089619597697208,9.99355254683549,59.32380537715155,8.853258851819326,0.0,0.0,0.19342359764325007,0.0,0.0,70.52868391451068,12.03599550056243,4.375,44.104134762634,14.669571532316631,10.675381263616558,3.413217138707335,15.357000398883127,6.73521850899743,8323.000117,10000.0,-9999,8323.000117,-9999,4513.000063,38.40398949135889,0.07868770243362294,23.333333333333332,31.159757366188764,39.130434782608695,41.68514412416852,100.0,-9999,11.717709720372836,18.17496229260935,81.43989431968296,25312.00036,153.0000022,64.26684280052841,82.58258258258259,20.555017455817758,20.39367508960255,8.51887693616309,34.04919953143303,26.395939086294415,14.166666666666666,1980
48029110900,29.803045454806384,3.7497671019670977,65.60800161312038,0.4827481463842187,0.42230463820314607,0.0037694719028061293,0.0,0.0075389438056122585,0.292183620675694,0.005654207809909642,0.007596664616846616,0.1055617293036784,9.988617221203613,39.51193854188379,20.011524370085567,8.205598296313395,29.974354530731134,20.86077086341325,30.30302900802311,0.0,27.683485689448094,40.968759374031976,59.74695042830328,0.003827192714040487,0.40180342868492247,0.0,0.03590410955317975,7.035742884823996,4.511923063694969,0.0,15.577500545834814,4.309551341454656,8.794030262430827,67.15259018609997,12.366148764361245,0.0,0.009448449938520138,0.006016305251841232,0.0,0.0,74.42367111464395,16.3455762417482,8.018224092242937,39.287596798618345,21.1312849407641,7.283280839899093,8.85156939588339,12.101030022265004,18.78452822266003,7657.284733,7976.748411,7758.043192,7657.284733,-9999,3959.816672,35.757791446145966,0.8409695295299848,10.821087646641555,32.88029914269067,48.15593327574405,38.835316880336734,100.0,0.45803375077460623,15.413677467581373,24.0103792427382,48.07245349050084,19082.93731,96.20895506,70.56884886266988,68.09663289788972,25.33389144922437,26.754874394762126,9.298957564273715,36.300910554739666,34.99953573263093,12.84718618860181,1980
48029111000,27.075472445075825,7.389937277965192,63.36478067610063,0.6603773571568666,1.1320754698248716,0.0628930816355173,0.0,0.1257861633031646,0.44025157154501116,0.09433962246934095,0.1257861633031646,0.2830188674080229,24.13178887399564,19.59038294991249,19.99999968530562,6.799999892922171,31.597222498576084,11.011904226251698,30.30302850772283,0.0,0.0,21.126761143262044,58.74213898482887,0.0628930816355173,0.7861635206849416,0.0,0.5974842755534793,3.2389936440977856,1.163522071673626,0.0,13.67924544151692,6.603773584420678,4.339622642843134,60.588028394511845,8.400420005261537,0.0,0.15723270442615858,0.09433962266212115,0.0,0.0,86.41399451880787,3.906705554462865,6.740740851463745,42.8326164555739,9.13423298756461,13.105638389456988,5.798252496070757,17.299396378819665,14.543578518477888,7410.000079,8833.332825,7727.272964,7410.000079,-9999,3419.999914,37.117057886935235,0.12686923303995212,23.870056513237078,38.59568540413765,49.15966549670749,38.39598997221616,100.0,9.859155200668642,12.681436265963248,29.833772894395484,58.21237660323742,17171.99954,120.9999996,62.64323908750106,69.99125406405736,28.993710272799785,17.389936648216562,5.754716908233276,43.28170731247923,28.75680105557396,17.231638782856333,1980
48029120100,58.82032086242421,24.48203424303359,12.3847638986148,0.7680282772959268,2.5522587713290497,0.07089529525461263,0.15360706031784188,0.1418069801209255,0.7443695825575359,0.29539296803651854,0.8271293345047929,0.07093041588522737,25.26746291920111,0.09290096956592173,15.392147670547445,0.0,29.224017707192065,0.0011816675807972425,0.0109384501380697,0.0,24.256196404201944,0.0,6.382224923331308,0.40174002543136134,3.1547933908581873,0.14181985775314415,1.4060788764681795,6.250734716540706,3.3440684370989024,0.5553646460048107,6.711844875343806,4.419354297412375,3.9820899641982344,13.755752113121495,0.7880404097600869,8.194817790103283e-06,0.0,0.7326128125076711,6.087576371222758e-05,0.0,42.34336614923086,28.195565253951873,6.018352339978242,45.224950430569564,15.113874988669691,3.1221018085994685,3.9417707129977195,9.397965321734175,3.0174502248795623,15093.15948,17693.3077,10570.01724,15093.15948,13068.18162,5486.181453,8.272617370551913,0.0024737894625307417,7.100042797361103,6.843229695800396,19.210098055944734,12.442028686391083,100.0,0.0008509271582902625,4.110565568063564,0.4345125513001872,27.373948000968117,39941.75276,236.9916576,48.42235095910513,99.22413233103471,27.164736883237765,0.1903676284352034,0.08316833327316099,46.97671346471612,6.35240097587124,3.2441739194897816,1980
48029120300,90.94547197414286,0.3682565813746427,7.854414789051146,0.1919492160579039,0.31996667544429763,1.8422850949041988e-06,0.0799757104519682,0.04799511208446656,0.015997391849185034,0.06398266346999722,3.06828388808209e-05,0.09598592260907754,13.161373158626748,32.50145456608757,0.017062826292066652,31.557809963645564,14.66569142946265,20.975304245032522,63.05251783765856,0.0,19.51488946653541,0.0,6.670644600550141,0.06398757112458564,0.09602287057914764,0.09598470168764356,0.543836317539582,11.212224478461364,3.438948778041545,0.5598238606577811,5.038595150948935,0.7839468157119128,4.030734777269238,12.469403872044277,1.4542123976165615,4.288485936055508e-06,0.27190281117388493,0.6078164944974861,0.09599755532124507,0.0,34.4919869094207,42.591686644855855,3.072811206624359,43.7721289850471,47.65709620388928,6.340334978461133,13.666522256502235,17.44673541742643,6.300097362319257,17185.80909,25650.62763,8578.520254,17185.80909,13068.1826,13652.78887,7.335958014228525,0.030023160469390398,2.769991547845394,5.972654278651185,23.08430102245407,23.60873424509191,100.0,0.0013077246948272143,6.339929077327301,63.249099066792425,34.32113257345457,66245.57499,205.9988019,71.44879895599408,60.24966782060368,16.762726200938243,31.39746986491589,12.107913697166575,50.96228239089103,25.675568230103487,8.780391812271002,1980
48029120400,87.20414872785547,2.1550360833925377,9.574321181649978,0.11106098603793377,0.6667569402276989,0.00773147925017622,0.03618807982749372,0.2511189484221003,0.049349369073918584,0.02321577373565379,0.20137058119219958,0.08486338169153501,16.079489106043653,28.979658299699913,25.490162262158798,0.0,21.844318397892657,6.100635458582178,63.052524134193646,0.0,36.45060070230726,0.0,7.837186312556826,0.0619627269396673,0.3306777984929056,0.4064577115123866,0.618993155898186,7.5622908440246155,4.503729957732378,0.37267987906070305,3.913363464772426,1.8962859685440678,1.371636698805378,14.218594253938251,1.5445250497911218,0.017997444071788108,0.0,0.3049565589106772,0.22445034576635498,0.0,26.033141856200512,47.145620878575706,1.957541283376849,38.6620873974544,46.49032834733009,6.457334977103237,18.0589064455031,25.019874273595196,7.872796930790197,26514.15788,34296.38403,8578.520321,26514.15788,13068.18193,15533.9752,8.523322775927959,0.01267742038427259,3.1177795001221726,7.131083959431915,30.684449513976066,19.52428158628084,100.0,8.323759049157664,5.06315027978235,78.69697390328213,19.581504151434142,77629.16589,206.596085,42.61457917731934,49.633712795005835,20.512724985919885,27.554421228877324,7.619987738822556,63.59255802905179,16.292669463687695,6.562153327610905,1980
48029120501,71.72897493869463,6.516095410408094,18.27622002733972,0.40238837604526434,2.2066459113599795,0.06490135177001224,0.01298027005001144,0.12980270355301557,0.2336448515206542,0.5192108142120623,0.5970924065293686,0.6230529374317147,21.225643498495977,13.342258075984592,21.188118359627996,3.762376326885293,30.367229555028764,2.401129820339547,12.727272648860438,0.0,16.57142751422328,8.571428475021907,14.810487681287515,0.025960540087031806,1.1552440169650393,0.05192108017406361,0.7917964866393558,10.682761892060288,2.9984423974796925,0.4543094375901353,7.294911731107865,1.947040498407968,5.5166147459222765,21.428571641416593,0.8107352330905621,0.0,0.14278296984860808,2.323468327701782,0.0,0.0,56.704221232178796,13.783963753446777,4.671791978320822,51.52722133001646,22.146402066247582,10.825062165167004,4.714640395677689,27.862245735578906,11.444894183518391,17624.99964,19451.21804,16250.00022,17624.99964,-9999,7216.999863,6.125959405074179,0.0,5.052430754901692,5.091403696559276,7.867495126524019,12.750715960458821,-9999,21.14285538302701,4.85138357554991,60.96947606459261,28.55191123515599,37305.00078,230.9999989,1.4344262124399016,72.92639033787259,27.193665824536005,11.033229751665932,2.5051921141699767,59.95037214969657,16.873448705731736,9.103908245554715,1980
48029120502,70.38859629369264,3.5296113859903735,23.247921148109672,0.22060071162439834,1.9344985480908776,0.06787714203827641,0.11878499856698373,0.016969285509569103,0.20363142611482923,0.23756999713396745,0.16969285509569104,1.0690649871028535,23.054360578803283,14.215877982010168,33.0188679245283,5.660377358490566,39.97093023255814,1.0901162790697674,-9999,-9999,24.878048780487806,2.926829268292683,19.531647621514036,0.08484642754784552,1.4254199828038046,0.11878499856698373,0.30544713917224386,9.604615598416112,4.055659236787015,0.7636178479306096,7.822840619911356,4.717461395417209,3.2920414058256915,24.476830967699097,2.3916292853934995,0.10181571356649319,0.0,1.612082131384629,0.0,0.0,66.1250766400981,11.250766400980993,5.014970059880239,51.664559629161396,17.454688731284477,12.60835303388495,4.885736800630418,22.784211770267078,8.20051413881748,13533.00007,17203.55725,9868.421053,13533.00007,-9999,5796.000029,14.71037872828249,0.021640793030816546,10.215384615384615,12.568519907162687,18.867924528301888,22.601744186046513,-9999,2.926829268292683,4.9806784027479605,61.635788522367825,25.042881646655232,31549.00016,193.000001,1.1149228130360205,75.14685946678716,30.06957392295645,12.251824137908892,2.7150856815310567,57.70536320434488,20.072414573432905,12.923076923076923,1980
48029120600,80.85220209238578,4.439294006836617,10.78623644231387,0.2852558397967304,2.4781601082340954,0.0356569799745913,0.23177036983484348,0.3387413097586174,0.2139418798475478,0.1782848998729565,0.7309680894791217,0.7487965794664174,11.992840095465393,32.637231503579955,27.09163346613546,0.0,23.217247097844112,7.960199004975125,-9999,-9999,27.374301675977655,0.0,8.48636123395273,0.05348546996188695,0.4100552697078,0.0,0.7309680894791217,9.449099693266696,3.262613667675104,0.1069709399237739,6.204314515578887,2.6207880192182156,3.0665002671177586,14.981203058207077,0.7142857167024704,0.0,0.0,1.4084507041826642,0.0,0.0,48.396718866517524,24.33507332836192,2.391219129753038,47.33643189131212,36.666666666666664,7.670682730923695,7.188755020080321,23.281452658884564,7.971014492753623,13715.99995,17518.93939,9886.363133,13715.99995,8214.28588,8639.99997,12.07081549165692,0.024623874761776396,5.02680965147453,10.291184717780244,12.096774193548388,36.7003367003367,-9999,46.927374301675975,7.939028262940616,45.0845119006554,48.17633999365683,35860.99988,223.9999992,25.784966698382494,75.43980682994136,16.099126458527973,28.614726429609522,9.484756673241288,52.95693385534721,27.694209767154337,9.383378016085791,1980
48029120701,66.37145732875611,3.0364371880208907,28.16295448604652,0.08856275570522486,1.6700405397563418,0.012651821812235791,0.11386639935465159,0.22773279870930319,0.03795546546166254,0.07591093092332508,0.35425102282089943,0.8350202697533949,16.816815960197022,24.395823122826148,38.39999991605228,0.0,29.557761640837764,7.942238361832528,-9999,-9999,27.32557967031682,4.069767422591951,25.341598874769865,0.11386639935465159,0.26568826112643623,0.2909919108898771,0.8729757324200796,6.718117334458166,3.9979756349701825,0.41751013500147327,7.527834121398136,3.2262145749720346,3.289473683159783,29.691082063669793,3.8311073370469297,0.16447368420789948,0.16447368420789948,0.6072874493331031,0.11386639675931502,0.07591093117287669,47.0611762548192,29.32826899569775,4.030500895181231,48.20728082886132,29.76730936650443,9.477866059470601,8.144154009408101,18.31924579254615,8.86308031064131,15607.99952,21271.55146,7228.261107,15607.99952,10999.99952,9212.999723,13.342972849561525,0.019182101098317327,7.680412759954559,11.591824394280312,39.917693819767294,18.20652179486598,-9999,25.581393818823887,7.352128481595202,45.077563723811885,60.2316598187428,47947.00049,236.9999997,10.562602954705586,78.57994824950492,23.848683562184704,22.735324598172397,8.527327556616532,49.656354998000666,25.89815530081638,12.268041451381347,1980
